Stationscode,Stationsname,Stationsumgebung,Art der Station,Gemeinde,Jahr,NO2
DENW414,Bielefeld Stapenhorststraße 14,städtisches Gebiet,Verkehr,Bielefeld,2023,21
DENW415,Oberhausen Duisburger Straße,städtisches Gebiet,Verkehr,Oberhausen,2023,26
DENW416,Duisburg Moerser Straße 245,städtisches Gebiet,Verkehr,Duisburg,2023,24
DENW417,Köln Subbelrather Straße 262,städtisches Gebiet,Verkehr,Köln,2023,27
DENW418,Duisburg Asterlager Straße 122,städtisches Gebiet,Verkehr,Duisburg,2023,25
DENW419,Düsseldorf Herzogstraße 37,städtisches Gebiet,Verkehr,Düsseldorf,2023,34
DENW420,Düsseldorf Südring 51,städtisches Gebiet,Verkehr,Düsseldorf,2023,35
DENW421,Düsseldorf Uerdinger Straße 108,städtisches Gebiet,Verkehr,Düsseldorf,2023,34
DENW422,Köln Aachener Straße 491,städtisches Gebiet,Verkehr,Köln,2023,24
DENW423,Duisburg Karl-Jarres-Straße 69,städtisches Gebiet,Verkehr,Duisburg,2023,28
DENW427,Essen Altenessener Straße 255,städtisches Gebiet,Verkehr,Essen,2023,33
DENW428,Duisburg Duisburger Straße 66,städtisches Gebiet,Verkehr,Duisburg,2023,31
DENW429,Bielefeld-Mitte,städtisches Gebiet,Verkehr,Bielefeld,2023,kein Wert verfügbar
DENW430,Düsseldorf Merowingerstraße,städtisches Gebiet,Verkehr,Düsseldorf,2023,31
DENW436,Düren Euskirchener Straße 18/20,städtisches Gebiet,Verkehr,Düren,2023,kein Wert verfügbar
DENW438,Dortmund Bärenbruch,städtisches Gebiet,Verkehr,Dortmund,2023,kein Wert verfügbar
DENW439,Dortmund Bornstraße,städtisches Gebiet,Verkehr,Dortmund,2023,kein Wert verfügbar
DERP010,Mainz-Parcusstraße,städtisches Gebiet,Verkehr,Mainz,2023,27
DERP011,Mainz-Rheinallee,städtisches Gebiet,Verkehr,Mainz,2023,24
DERP012,Mainz-Große Langgasse,städtisches Gebiet,Verkehr,Mainz,2023,25
DERP020,Trier-Ostallee,städtisches Gebiet,Verkehr,Trier,2023,18
DERP023,Worms-Hagenstraße,städtisches Gebiet,Verkehr,Worms,2023,18
DERP024,Koblenz-Friedrich-Ebert-Ring,städtisches Gebiet,Verkehr,Koblenz,2023,22
DERP026,Frankenthal-Europaring,städtisches Gebiet,Verkehr,Frankenthal (Pfalz),2023,20
DERP036,Trier Kaiserstraße,städtisches Gebiet,Verkehr,Trier,2023,26
DERP041,Ludwigshafen-Heinigstraße,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2023,27
DERP045,Koblenz-Hohenfelder Straße,städtisches Gebiet,Verkehr,Koblenz,2023,25
DERP046,Neuwied-Hermannstraße,städtisches Gebiet,Verkehr,Neuwied,2023,18
DERP052,Mayen,städtisches Gebiet,Verkehr,Mayen,2023,19
DERP067,Koblenz-Bahnhofstr.,städtisches Gebiet,Verkehr,Koblenz,2023,27
DERP068,Koblenz-Hohenzollernstr.,städtisches Gebiet,Verkehr,Koblenz,2023,28
DERP070,Koblenz-Trierer Str.,städtisches Gebiet,Verkehr,Koblenz,2023,21
DERP071,Koblenz-Rübenach,städtisches Gebiet,Verkehr,Koblenz,2023,18
DERP072,Ludwigshafen-Heinigstr./Wredestr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2023,26
DERP073,Ludwigshafen-Kaiser-Wilhelmstr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2023,34
DERP074,Ludwigshafen-Heinigstr./Dörrhorststr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2023,29
DERP075,Speyer-Bahnhofstraße,städtisches Gebiet,Verkehr,Speyer,2023,20
DERP079,Mainz-Kaiserstr./Rheinallee,städtisches Gebiet,Verkehr,Mainz,2023,31
DERP080,Mainz-Leibnizstr.,städtisches Gebiet,Verkehr,Mainz,2023,20
DERP081,Mainz-Boppstr.,städtisches Gebiet,Verkehr,Mainz,2023,25
DERP082,Mainz-Binger Str.,städtisches Gebiet,Verkehr,Mainz,2023,31
DERP083,Mainz-Bahnhofstr.,städtisches Gebiet,Verkehr,Mainz,2023,27
DERP084,Mainz-Hintere Bleiche,städtisches Gebiet,Verkehr,Mainz,2023,kein Wert verfügbar
DERP085,Mainz-Neubrunnenplatz,städtisches Gebiet,Verkehr,Mainz,2023,30
DERP086,Mainz-Große Bleiche,städtisches Gebiet,Verkehr,Mainz,2023,26
DERP087,Mainz-Bauhofstr. (FM),städtisches Gebiet,Verkehr,Mainz,2023,23
DERP089,Mainz-Große Bleiche (Landtag),städtisches Gebiet,Verkehr,Mainz,2023,25
DERP090,Mainz-Feldbergplatz,städtisches Gebiet,Verkehr,Mainz,2023,20
DERP092,Mainz-Rheinallee/Parkh.,städtisches Gebiet,Verkehr,Mainz,2023,26
DERP094,Mainz-Rheinstraße 24,städtisches Gebiet,Verkehr,Mainz,2023,31
DERP095,Mainz-Rheinallee (Stadtbibliothek),städtisches Gebiet,Verkehr,Mainz,2023,kein Wert verfügbar
DERP096,Mainz-Rheinstr. (DB Cargo),städtisches Gebiet,Verkehr,Mainz,2023,28
DERP097,Mainz-Windmühlenstr.,städtisches Gebiet,Verkehr,Mainz,2023,27
DERP098,Mainz-Fichteplatz,städtisches Gebiet,Verkehr,Mainz,2023,23
DERP099,Mainz-Schillerstr.,städtisches Gebiet,Verkehr,Mainz,2023,23
DERP100,Mainz-Rheinallee (LfU),städtisches Gebiet,Verkehr,Mainz,2023,31
DERP101,Mainz-Rheinstr. (Stadtmauer),städtisches Gebiet,Verkehr,Mainz,2023,30
DERP102,Mainz-Rheinstr. (Rheingoldhalle),städtisches Gebiet,Verkehr,Mainz,2023,31
DERP103,Wörth-Maximiliansau (B10),vorstädtisches Gebiet,Verkehr,Wörth am Rhein,2023,kein Wert verfügbar
DERP105,Wörth-Maximiliansau (Rheinstr.),städtisches Gebiet,Verkehr,Wörth am Rhein,2023,kein Wert verfügbar
DERP106,Koblenz-Charlottenstr.,städtisches Gebiet,Verkehr,Koblenz,2023,26
DERP107,Mainz-Rheinstr./Dagobertstr.,städtisches Gebiet,Verkehr,Mainz,2023,30
DESH022,Flensburg,städtisches Gebiet,Verkehr,Flensburg,2023,21
DESH025,Itzehoe Lindenstr.,städtisches Gebiet,Verkehr,Itzehoe,2023,22
DESH027,Kiel-Bahnhofstr. Verk.,städtisches Gebiet,Verkehr,Kiel,2023,26
DESH028,Ratzeburg,städtisches Gebiet,Verkehr,Ratzeburg,2023,kein Wert verfügbar
DESH030,Norderstedt,städtisches Gebiet,Verkehr,Norderstedt,2023,26
DESH052,Kiel-Theodor-Heuss-Ring,städtisches Gebiet,Verkehr,Kiel,2023,32
DESH053,Lübeck Moislinger Allee,städtisches Gebiet,Verkehr,Lübeck,2023,19
DESH059,Elmshorn-Holstenstraße,städtisches Gebiet,Verkehr,Elmshorn,2023,23
DESH060,Rendsburg-Materialhofstraße,städtisches Gebiet,Verkehr,Rendsburg,2023,27
DESH063,Neumünster-Feldstraße,städtisches Gebiet,Verkehr,Neumünster,2023,kein Wert verfügbar
DESL020,Saarbrücken-Verkehr,städtisches Gebiet,Verkehr,Saarbrücken,2023,24
DESL030,Ottweiler,städtisches Gebiet,Verkehr,Ottweiler,2023,17
DESN006,Borna,städtisches Gebiet,Verkehr,Borna,2023,12
DESN020,Görlitz,städtisches Gebiet,Verkehr,Görlitz,2023,17
DESN025,Leipzig-Mitte,städtisches Gebiet,Verkehr,Leipzig,2023,22
DESN061,Dresden-Nord,städtisches Gebiet,Verkehr,Dresden,2023,20
DESN075,Plauen-Süd,städtisches Gebiet,Verkehr,Plauen,2023,16
DESN077,Leipzig Lützner Str. ,städtisches Gebiet,Verkehr,Leipzig,2023,22
DESN083,Chemnitz-Leipziger Str.,städtisches Gebiet,Verkehr,Chemnitz,2023,22
DESN084,Dresden-Bergstr.,städtisches Gebiet,Verkehr,Dresden,2023,26
DESN091,Zwickau-Werdauer Str.,städtisches Gebiet,Verkehr,Zwickau,2023,15
DEST075,Halle/Merseburger Strasse,städtisches Gebiet,Verkehr,Halle (Saale),2023,kein Wert verfügbar
DEST091,Dessau Albrechtsplatz,städtisches Gebiet,Verkehr,Dessau-Roßlau,2023,kein Wert verfügbar
DEST092,Wittenberg/Dessauer Strasse,städtisches Gebiet,Verkehr,Wittenberg,2023,16
DEST095,Aschersleben,städtisches Gebiet,Verkehr,Aschersleben,2023,17
DEST101,Halberstadt/Friedenstrasse,städtisches Gebiet,Verkehr,Halberstadt,2023,21
DEST102,Halle/Paracelsusstr.,städtisches Gebiet,Verkehr,Halle (Saale),2023,26
DEST103,Magdeburg Schleinufer,städtisches Gebiet,Verkehr,Magdeburg,2023,20
DEST108,Weißenfels/Am Krug,städtisches Gebiet,Verkehr,Weißenfels,2023,10
DEST112,Magdeburg/Guericke-Stra.,städtisches Gebiet,Verkehr,Magdeburg,2023,17
DEST133,Halle/Riebeckplatz,städtisches Gebiet,Verkehr,Halle (Saale),2023,14
DEST134,Dessau/Roßlau,städtisches Gebiet,Verkehr,Dessau-Roßlau,2023,9.5
DEST144,Magdeburg City-Tunnel,städtisches Gebiet,Verkehr,Magdeburg,2023,kein Wert verfügbar
DETH043,Erfurt Bergstr.,städtisches Gebiet,Verkehr,Erfurt,2023,20
DETH072,Suhl F.-König-Str,städtisches Gebiet,Verkehr,Suhl,2023,14
DETH075,Jena Westbahnhofstr.,städtisches Gebiet,Verkehr,Jena,2023,23
DETH081,Erfurt Heinrichstr,städtisches Gebiet,Verkehr,Erfurt,2023,19
DETH082,Jena Camburger Str.,städtisches Gebiet,Verkehr,Jena,2023,kein Wert verfügbar
DETH083,Weimar Steubenstr.,städtisches Gebiet,Verkehr,Weimar,2023,14
DETH091,Mühlhausen Wanfrieder Str,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2023,15
DETH094,Mühlhausen Kiliansgr.,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2023,kein Wert verfügbar
DETH097,Gera Str.des Friedens,städtisches Gebiet,Verkehr,Gera,2023,26
DETH098,Gera Theaterstr. PS,städtisches Gebiet,Verkehr,Gera,2023,26
DETH099,Erfurt Walkmühlstr.,städtisches Gebiet,Verkehr,Erfurt,2023,kein Wert verfügbar
DETH100,Mühlhausen Petristeinweg,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2023,29
DETH101,Weimar Jenaer Str.,städtisches Gebiet,Verkehr,Weimar,2023,22
DETH102,Suhl Dr.Th.-Neubauer-Str.,städtisches Gebiet,Verkehr,Suhl,2023,21
DETH128,Saalfeld Friedens,städtisches Gebiet,Verkehr,Saalfeld/Saale,2023,23
DETH131,Nordhausen Grimmelallee,städtisches Gebiet,Verkehr,Nordhausen,2023,23
DETH132,Erfurt Schillerstr.,städtisches Gebiet,Verkehr,Erfurt,2023,21
DEBB044,"Cottbus, Bahnhofstr.",städtisches Gebiet,Verkehr,Cottbus,2024,16
DEBB045,"Frankfurt (Oder), Leipziger Str.",städtisches Gebiet,Verkehr,Frankfurt (Oder),2024,27
DEBB049,"Brandenburg, Neuendorfer Str.",städtisches Gebiet,Verkehr,Brandenburg an der Havel,2024,14
DEBB054,"Potsdam, Zeppelinstr.",städtisches Gebiet,Verkehr,Potsdam,2024,19
DEBB060,"Eberswalde, Breite Straße",städtisches Gebiet,Verkehr,Eberswalde,2024,kein Wert verfügbar
DEBB068,"Bernau, Lohmühlenstr.",städtisches Gebiet,Verkehr,Bernau bei Berlin,2024,15
DEBB073,"Potsdam, Großbeerenstr.",städtisches Gebiet,Verkehr,Potsdam,2024,20
DEBB087,"Cottbus, W.-Külz-Str.",städtisches Gebiet,Verkehr,Cottbus,2024,kein Wert verfügbar
DEBB126,"Oranienburg, Bernauer Str.",städtisches Gebiet,Verkehr,Oranienburg,2024,kein Wert verfügbar
DEBE061,Berlin Schildhornstraße,städtisches Gebiet,Verkehr,Berlin,2024,16
DEBE063,Berlin Silbersteinstraße,städtisches Gebiet,Verkehr,Berlin,2024,kein Wert verfügbar
DEBE064,Berlin Karl-Marx-Straße,städtisches Gebiet,Verkehr,Berlin,2024,kein Wert verfügbar
DEBE065,Berlin Frankfurter Allee,städtisches Gebiet,Verkehr,Berlin,2024,23
DEBE067,Berlin Hardenbergplatz,städtisches Gebiet,Verkehr,Berlin,2024,kein Wert verfügbar
DEBE069,Berlin Mariendorfer Damm,städtisches Gebiet,Verkehr,Berlin,2024,24
DEBE082,Berlin Leipziger Straße,städtisches Gebiet,Verkehr,Berlin,2024,26
DEBE083,Berlin Kantstraße,städtisches Gebiet,Verkehr,Berlin,2024,20
DEBE084,Berlin Hauptstraße,städtisches Gebiet,Verkehr,Berlin,2024,25
DEBE085,Berlin Herrmannstraße,städtisches Gebiet,Verkehr,Berlin,2024,28
DEBE086,Berlin Sonnenallee,städtisches Gebiet,Verkehr,Berlin,2024,31
DEBE092,Berlin Spandauer Damm,städtisches Gebiet,Verkehr,Berlin,2024,35
DEBE096,Berlin Landsberger Allee,städtisches Gebiet,Verkehr,Berlin,2024,29
DEBE097,Berlin Herrmannplatz,städtisches Gebiet,Verkehr,Berlin,2024,26
DEBE121,Berlin Mehringdamm,städtisches Gebiet,Verkehr,Berlin,2024,31
DEBE125,Berlin Leipziger Straße (MC),städtisches Gebiet,Verkehr,Berlin,2024,25
DEBE126,Berlin Karl-Marx-Straße II,städtisches Gebiet,Verkehr,Berlin,2024,21
DEBE127,Berlin Silbersteinstraße 5,städtisches Gebiet,Verkehr,Berlin,2024,27
DEBW080,Karlsruhe Reinhold-Frank-Straße,städtisches Gebiet,Verkehr,Karlsruhe,2024,23
DEBW098,Mannheim Friedrichsring,städtisches Gebiet,Verkehr,Mannheim,2024,29
DEBW099,Stuttgart Arnulf-Klett-Platz,städtisches Gebiet,Verkehr,Stuttgart,2024,26
DEBW115,Mannheim Luisenring,städtisches Gebiet,Verkehr,Mannheim,2024,kein Wert verfügbar
DEBW116,Stuttgart Hohenheimer Straße,städtisches Gebiet,Verkehr,Stuttgart,2024,27
DEBW117,Ludwigsburg Friedrichstraße,städtisches Gebiet,Verkehr,Ludwigsburg,2024,30
DEBW118,Stuttgart Am Neckartor,städtisches Gebiet,Verkehr,Stuttgart,2024,31
DEBW120,Leonberg Grabenstraße,städtisches Gebiet,Verkehr,Leonberg,2024,23
DEBW121,Pleidelsheim Beihinger Straße,städtisches Gebiet,Verkehr,Pleidelsheim,2024,kein Wert verfügbar
DEBW122,Freiburg Schwarzwaldstraße,städtisches Gebiet,Verkehr,Freiburg im Breisgau,2024,25
DEBW125,Pfinztal Karlsruher Straße,vorstädtisches Gebiet,Verkehr,Pfinztal,2024,21
DEBW127,Freiburg Zähringer Straße,städtisches Gebiet,Verkehr,Freiburg im Breisgau,2024,kein Wert verfügbar
DEBW128,Mühlacker Stuttgarter Straße,vorstädtisches Gebiet,Verkehr,Mühlacker,2024,24
DEBW130,Pforzheim Jahnstraße,städtisches Gebiet,Verkehr,Pforzheim,2024,kein Wert verfügbar
DEBW133,Ilsfeld König-Wilhelm-Straße,vorstädtisches Gebiet,Verkehr,Ilsfeld,2024,kein Wert verfügbar
DEBW134,Stuttgart Waiblinger Straße,städtisches Gebiet,Verkehr,Stuttgart,2024,kein Wert verfügbar
DEBW135,Herrenberg Hindenburger Straße,städtisches Gebiet,Verkehr,Herrenberg,2024,kein Wert verfügbar
DEBW136,Tübingen Mühlstraße,städtisches Gebiet,Verkehr,Tübingen,2024,24
DEBW137,Tübingen Jesinger Hauptstraße,ländlich stadtnah,Verkehr,Tübingen,2024,kein Wert verfügbar
DEBW138,Ulm Zinglerstraße,städtisches Gebiet,Verkehr,Ulm,2024,kein Wert verfügbar
DEBW142,Markgröningen Grabenstraße,vorstädtisches Gebiet,Verkehr,Markgröningen,2024,kein Wert verfügbar
DEBW144,Walzbachtal Bahnhofstraße,vorstädtisches Gebiet,Verkehr,Walzbachtal,2024,kein Wert verfügbar
DEBW145,Heidenheim Wilhelmstraße,vorstädtisches Gebiet,Verkehr,Heidenheim an der Brenz,2024,kein Wert verfügbar
DEBW147,Reutlingen Lederstraße-Ost,städtisches Gebiet,Verkehr,Reutlingen,2024,27
DEBW148,Ingersheim Tiefengasse,vorstädtisches Gebiet,Verkehr,Ingersheim,2024,kein Wert verfügbar
DEBW151,Heidelberg Mittermaierstraße,städtisches Gebiet,Verkehr,Heidelberg,2024,kein Wert verfügbar
DEBW152,Heilbronn Weinsberger Straße-Ost,städtisches Gebiet,Verkehr,Heilbronn,2024,30
DEBW153,Ulm Karlstraße,städtisches Gebiet,Verkehr,Ulm,2024,kein Wert verfügbar
DEBW154,Freiberg Benninger Straße,vorstädtisches Gebiet,Verkehr,Freiberg am Neckar,2024,kein Wert verfügbar
DEBW155,Schwäbisch Gmünd Remsstraße,städtisches Gebiet,Verkehr,Schwäbisch Gmünd,2024,kein Wert verfügbar
DEBW156,Schramberg Oberndorfer Straße,städtisches Gebiet,Verkehr,Schramberg,2024,20
DEBW157,Wendlingen Stuttgarter Straße,städtisches Gebiet,Verkehr,Wendlingen am Neckar,2024,kein Wert verfügbar
DEBW195,Hemmingen Hauptstraße,vorstädtisches Gebiet,Verkehr,Hemmingen,2024,kein Wert verfügbar
DEBW198,Mögglingen Hauptstraße,vorstädtisches Gebiet,Verkehr,Mögglingen,2024,kein Wert verfügbar
DEBW210,Weil am Rhein Freiburger Straße,städtisches Gebiet,Verkehr,Weil am Rhein,2024,kein Wert verfügbar
DEBW211,Remseck Hauptstraße,vorstädtisches Gebiet,Verkehr,Remseck am Neckar,2024,kein Wert verfügbar
DEBW212,Remseck Remstalstraße,vorstädtisches Gebiet,Verkehr,Remseck am Neckar,2024,kein Wert verfügbar
DEBW213,Balingen Schömberger Straße,vorstädtisches Gebiet,Verkehr,Balingen,2024,kein Wert verfügbar
DEBW214,Bietigheim-Bissingen Stuttgarter Straße,vorstädtisches Gebiet,Verkehr,Bietigheim-Bissingen,2024,kein Wert verfügbar
DEBW219,Backnang Eugen-Adolff-Straße,städtisches Gebiet,Verkehr,Backnang,2024,kein Wert verfügbar
DEBW220,Esslingen Grabbrunnenstraße,städtisches Gebiet,Verkehr,Esslingen am Neckar,2024,kein Wert verfügbar
DEBW222,Kuchen Hauptstraße,ländliches Gebiet,Verkehr,Kuchen,2024,kein Wert verfügbar
DEBW223,Leinfelden-Echterdingen Hauptstraße,städtisches Gebiet,Verkehr,Leinfelden-Echterdingen,2024,kein Wert verfügbar
DEBW225,Steinheim Ludwigsburger Straße,städtisches Gebiet,Verkehr,Steinheim an der Murr,2024,kein Wert verfügbar
DEBW226,Friedrichshafen Maybachstraße,städtisches Gebiet,Verkehr,Friedrichshafen,2024,kein Wert verfügbar
DEBW227,Lichtenstein Wilhelmstraße,vorstädtisches Gebiet,Verkehr,Lichtenstein,2024,kein Wert verfügbar
DEBW228,Ravensburg Schussenstraße,städtisches Gebiet,Verkehr,Ravensburg,2024,kein Wert verfügbar
DEBW229,Marbach Schillerstraße,städtisches Gebiet,Verkehr,Marbach am Neckar,2024,kein Wert verfügbar
DEBW231,Östringen Hauptstraße,städtisches Gebiet,Verkehr,Östringen,2024,kein Wert verfügbar
DEBW232,Rastatt Kapellenstraße,städtisches Gebiet,Verkehr,Rastatt,2024,kein Wert verfügbar
DEBW233,Sindelfingen Hanns-Martin-Schleyer-Straße,städtisches Gebiet,Verkehr,Sindelfingen,2024,kein Wert verfügbar
DEBW234,Heilbronn Frankenbacher Straße,vorstädtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW235,Heilbronn Mannheimer Straße,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW236,Heilbronn Speyerer Straße,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW237,Heilbronn Südstraße 2,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW238,Heilbronn Südstraße 33,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW239,Heilbronn Wilhelmstraße,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW240,Heilbronn Wollhausstraße,städtisches Gebiet,Verkehr,Heilbronn,2024,kein Wert verfügbar
DEBW241,Ludwigsburg Schlossstraße,städtisches Gebiet,Verkehr,Ludwigsburg,2024,34
DEBW242,Stuttgart Pragstraße,städtisches Gebiet,Verkehr,Stuttgart,2024,kein Wert verfügbar
DEBW243,Stuttgart Talstraße,städtisches Gebiet,Verkehr,Stuttgart,2024,32
DEBW245,Pforzheim Luisenstraße,städtisches Gebiet,Verkehr,Pforzheim,2024,35
DEBW246,Pforzheim St.-Georgen-Steige,städtisches Gebiet,Verkehr,Pforzheim,2024,30
DEBW249,Stuttgart Hauptstätter Straße,städtisches Gebiet,Verkehr,Stuttgart,2024,28
DEBY001,Ansbach/Residenzstraße,städtisches Gebiet,Verkehr,Ansbach,2024,20
DEBY006,Augsburg/Königsplatz,städtisches Gebiet,Verkehr,Augsburg,2024,19
DEBY021,Ingolstadt/Rechbergstraße,städtisches Gebiet,Verkehr,Ingolstadt,2024,kein Wert verfügbar
DEBY028,Kelheim/Regensburger Straße,städtisches Gebiet,Verkehr,Kelheim,2024,kein Wert verfügbar
DEBY033,Landshut/Podewilsstraße,städtisches Gebiet,Verkehr,Landshut,2024,17
DEBY035,Lindau (Bodensee)/Friedrichshafener Straße,städtisches Gebiet,Verkehr,Lindau (Bodensee),2024,15
DEBY037,München/Stachus,städtisches Gebiet,Verkehr,München,2024,24
DEBY053,Nürnberg/Bahnhof,städtisches Gebiet,Verkehr,Nürnberg,2024,24
DEBY063,Regensburg/Rathaus,städtisches Gebiet,Verkehr,Regensburg,2024,24
DEBY110,Augsburg/Karlstraße,städtisches Gebiet,Verkehr,Augsburg,2024,26
DEBY111,Bayreuth/Hohenzollernring,städtisches Gebiet,Verkehr,Bayreuth,2024,18
DEBY115,München/Landshuter Allee,städtisches Gebiet,Verkehr,München,2024,39
DEBY119,Würzburg/Stadtring Süd,städtisches Gebiet,Verkehr,Würzburg,2024,19
DEBY120,Nürnberg/Von-der-Tann-Straße,städtisches Gebiet,Verkehr,Nürnberg,2024,26
DEBY121,Oberaudorf/Inntal-Autobahn,ländlich stadtnah,Verkehr,Oberaudorf,2024,18
DEBY198,Ingolstadt/Münchener Str.,städtisches Gebiet,Verkehr,Ingolstadt,2024,20
DEBY200,Passau/Angerstr.,städtisches Gebiet,Verkehr,Passau,2024,27
DEHB006,Bremen-Dobben,städtisches Gebiet,Verkehr,Bremen,2024,25
DEHB011,Bremerhaven-Cherbourger Straße,städtisches Gebiet,Verkehr,Bremerhaven,2024,18
DEHB014,Bremen-Nordstraße,städtisches Gebiet,Verkehr,Bremen,2024,26
DEHE037,Wiesbaden Ringkirche,städtisches Gebiet,Verkehr,Wiesbaden,2024,26
DEHE040,Darmstadt Hügelstraße,städtisches Gebiet,Verkehr,Darmstadt,2024,20
DEHE041,Frankfurt Friedberger Landstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,26
DEHE049,Kassel Fünffensterstraße,städtisches Gebiet,Verkehr,Kassel,2024,26
DEHE059,Fulda Petersberger Straße,städtisches Gebiet,Verkehr,Fulda,2024,25
DEHE061,Gießen Westanlage,städtisches Gebiet,Verkehr,Gießen,2024,27
DEHE062,Marburg Universitätsstraße,städtisches Gebiet,Verkehr,Marburg,2024,21
DEHE063,Heppenheim Lehrstraße,städtisches Gebiet,Verkehr,Heppenheim (Bergstraße),2024,19
DEHE098,Limburg Diezer Straße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,kein Wert verfügbar
DEHE099,Limburg Schiede I,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,36
DEHE100,Limburg Schiede II,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,24
DEHE101,Limburg Frankfurter Straße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,26
DEHE102,Offenbach Untere Grenzstraße I,städtisches Gebiet,Verkehr,Offenbach am Main,2024,28
DEHE103,Offenbach Bieberer Straße,städtisches Gebiet,Verkehr,Offenbach am Main,2024,kein Wert verfügbar
DEHE104,Offenbach Mainstraße,städtisches Gebiet,Verkehr,Offenbach am Main,2024,30
DEHE111,Rüsselsheim Rugby-Ring,städtisches Gebiet,Verkehr,Rüsselsheim am Main,2024,25
DEHE112,Wiesbaden Schiersteiner Straße,städtisches Gebiet,Verkehr,Wiesbaden,2024,28
DEHE116,Offenbach Untere Grenzstraße,städtisches Gebiet,Verkehr,Offenbach am Main,2024,23
DEHE131,Limburg Schiede,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,28
DEHE132,Darmstadt Hügelstraße I,städtisches Gebiet,Verkehr,Darmstadt,2024,34
DEHE133,Bensheim Nibelungenstraße,städtisches Gebiet,Verkehr,Bensheim,2024,26
DEHE136,Frankfurt Battonnstraße (ehemals Frankfurt Börneplatz),städtisches Gebiet,Verkehr,Frankfurt am Main,2024,32
DEHE138,Darmstadt Heinrichstraße II,städtisches Gebiet,Verkehr,Darmstadt,2024,27
DEHE139,Frankfurt Am Erlenbruch I,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,27
DEHE140,Frankfurt Am Erlenbruch II,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,31
DEHE142,Marburg Universitätsstraße I,städtisches Gebiet,Verkehr,Marburg,2024,23
DEHE143,Alsfeld I (ehemals Ludwigsplatz 1),städtisches Gebiet,Verkehr,Alsfeld,2024,kein Wert verfügbar
DEHE144,Frankfurt Mainkai,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,kein Wert verfügbar
DEHE146,Frankfurt Pforzheimer Straße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,kein Wert verfügbar
DEHE151,Frankfurt Hochstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,32
DEHE152,Alsfeld III,städtisches Gebiet,Verkehr,Alsfeld,2024,kein Wert verfügbar
DEHE153,Schlangenbad-Wambach Schwalbacher Straße,städtisches Gebiet,Verkehr,Schlangenbad,2024,kein Wert verfügbar
DEHE154,Frankfurt Königsteiner Straße I,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,kein Wert verfügbar
DEHE155,Frankfurt Königsteiner Straße II,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,kein Wert verfügbar
DEHE156,Frankfurt Gotenstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,kein Wert verfügbar
DEHE157,Frankfurt Kasinostraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,27
DEHE158,Frankfurt Mainzer Landstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2024,35
DEHE163,Marburg Bahnhofstraße,städtisches Gebiet,Verkehr,Marburg,2024,28
DEHE165,Neu-Isenburg Frankfurter Straße I,städtisches Gebiet,Verkehr,Neu-Isenburg,2024,kein Wert verfügbar
DEHE166,Neu-Isenburg Frankfurter Straße II,städtisches Gebiet,Verkehr,Neu-Isenburg,2024,kein Wert verfügbar
DEHE167,Neu-Isenburg Frankfurter Straße III,städtisches Gebiet,Verkehr,Neu-Isenburg,2024,kein Wert verfügbar
DEHE168,Limburg Eschhöfer Weg,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,24
DEHE169,Limburg Grabenstraße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2024,23
DEHH026,Hamburg Stresemannstraße,städtisches Gebiet,Verkehr,Hamburg,2024,30
DEHH064,Hamburg Kieler Straße,städtisches Gebiet,Verkehr,Hamburg,2024,30
DEHH068,Hamburg Habichtstraße,städtisches Gebiet,Verkehr,Hamburg,2024,33
